,user_id,questionnaire_id,created_at,s01,s02,s03,s04,s05,s06,s07,s08
1651,1359,6,2020-10-19 00:43:25.025125628,YES,59,60.0,81.0,35.0,16.0,48.0,NO
2538,1359,6,2020-10-20 17:07:32.261306536,YES,59,48.0,44.0,45.0,28.0,53.0,NO
4430,1359,6,2020-10-22 09:31:39.497487440,YES,83,12.0,88.0,10.0,13.0,31.0,YES
6507,1359,6,2020-10-24 01:55:46.733668344,YES,40,40.0,100.0,6.0,69.0,71.0,NO
2933,1359,6,2020-10-25 18:19:53.969849248,NO,6,14.0,75.0,60.0,0.0,2.0,NO
4246,1359,6,2020-10-27 10:44:01.206030152,YES,84,32.0,81.0,23.0,29.0,30.0,NO
2462,1359,6,2020-10-29 03:08:08.442211056,YES,28,29.0,74.0,24.0,41.0,44.0,NO
5906,1359,6,2020-10-30 19:32:15.678391960,YES,77,,60.0,78.0,68.0,72.0,NO
7179,1359,6,2020-11-01 11:56:22.914572864,YES,56,47.0,12.0,32.0,42.0,48.0,NO
6395,1359,6,2020-11-03 04:20:30.150753772,YES,80,82.0,18.0,3.0,11.0,31.0,NO
4553,1359,6,2020-11-04 20:44:37.386934676,YES,73,27.0,93.0,9.0,13.0,33.0,YES
1613,1359,6,2020-11-06 13:08:44.623115580,YES,71,68.0,52.0,46.0,38.0,26.0,YES
2603,1359,6,2020-11-08 05:32:51.859296484,YES,88,73.0,51.0,50.0,0.0,35.0,NO
1229,1359,6,2020-11-09 21:56:59.095477388,YES,63,69.0,100.0,0.0,60.0,62.0,YES
6471,1359,6,2020-11-11 14:21:06.331658292,YES,30,27.0,84.0,15.0,28.0,68.0,NO
6059,1359,6,2020-11-13 06:45:13.567839196,YES,53,33.0,100.0,0.0,57.0,50.0,NO
4918,1359,6,2020-11-14 23:09:20.804020104,YES,63,69.0,48.0,,61.0,60.0,NO
4987,1359,6,2020-11-16 15:33:28.040201008,NO,45,49.0,100.0,0.0,31.0,19.0,
1710,1359,6,2020-11-18 07:57:35.276381912,YES,63,51.0,36.0,61.0,30.0,25.0,YES
4419,1359,6,2020-11-20 00:21:42.512562816,YES,81,14.0,90.0,2.0,0.0,33.0,YES
5274,1359,6,2020-11-21 16:45:49.748743720,YES,100,100.0,77.0,25.0,51.0,54.0,NO
4260,1359,6,2020-11-23 09:09:56.984924624,YES,82,37.0,77.0,36.0,34.0,36.0,NO
7335,1359,6,2020-11-25 01:34:04.221105528,YES,41,33.0,97.0,3.0,26.0,19.0,NO
4789,1359,6,2020-11-26 17:58:11.457286432,YES,20,29.0,100.0,0.0,25.0,30.0,NO
3087,1359,6,2020-11-28 10:22:18.693467340,NO,39,17.0,84.0,12.0,25.0,46.0,NO
2329,1359,6,2020-11-30 02:46:25.929648244,NO,14,21.0,55.0,56.0,0.0,0.0,NO
6647,1359,6,2020-12-01 19:10:33.165829148,YES,15,21.0,81.0,18.0,15.0,32.0,NO
5595,1359,6,2020-12-03 11:34:40.402010052,YES,22,19.0,46.0,14.0,0.0,13.0,NO
2646,1359,6,2020-12-05 03:58:47.638190956,YES,100,59.0,58.0,0.0,100.0,50.0,NO
4710,1359,6,2020-12-06 20:22:54.874371860,YES,43,26.0,100.0,0.0,37.0,63.0,NO
696,1359,6,2020-12-08 12:47:02.110552764,YES,56,61.0,79.0,17.0,57.0,2.0,NO
5227,1359,6,2020-12-10 05:11:09.346733672,NO,13,11.0,77.0,8.0,0.0,24.0,NO
4459,1359,6,2020-12-11 21:35:16.582914576,YES,60,46.0,100.0,0.0,12.0,75.0,
3677,1359,6,2020-12-13 13:59:23.819095480,YES,76,0.0,93.0,5.0,1.0,31.0,YES
5998,1359,6,2020-12-15 06:23:31.055276384,YES,28,28.0,83.0,16.0,46.0,47.0,NO
1500,1359,6,2020-12-16 22:47:38.291457288,YES,57,63.0,46.0,50.0,49.0,53.0,YES
5013,1359,6,2020-12-18 15:11:45.527638192,NO,58,34.0,80.0,7.0,10.0,32.0,NO
3394,1359,6,2020-12-20 07:35:52.763819096,YES,85,73.0,56.0,46.0,16.0,42.0,NO
4622,1359,6,2020-12-22 00:00:00,YES,58,23.0,24.0,15.0,51.0,53.0,NO
6737,1360,6,2020-01-22 00:00:00,YES,33,26.0,53.0,21.0,4.0,5.0,NO
6664,1360,6,2020-01-25 09:12:43.636363636,YES,94,84.0,47.0,51.0,69.0,84.0,NO
4877,1360,6,2020-01-28 18:25:27.272727272,YES,12,10.0,58.0,3.0,0.0,30.0,NO
3229,1360,6,2020-02-01 03:38:10.909090909,YES,93,85.0,86.0,23.0,5.0,15.0,YES
1167,1360,6,2020-02-04 12:50:54.545454545,NO,39,20.0,87.0,17.0,0.0,7.0,NO
5156,1360,6,2020-02-07 22:03:38.181818182,NO,3,4.0,89.0,13.0,4.0,9.0,NO
2330,1360,6,2020-02-11 07:16:21.818181818,YES,26,29.0,60.0,28.0,17.0,35.0,NO
4432,1360,6,2020-02-14 16:29:05.454545454,YES,62,71.0,100.0,0.0,50.0,26.0,NO
6956,1360,6,2020-02-18 01:41:49.090909091,YES,21,23.0,100.0,0.0,22.0,21.0,NO
4317,1360,6,2020-02-21 10:54:32.727272727,YES,79,78.0,56.0,49.0,72.0,69.0,NO
87,1360,6,2020-02-24 20:07:16.363636364,NO,64,65.0,67.0,67.0,61.0,66.0,NO
2052,1360,6,2020-02-28 05:20:00,YES,27,25.0,67.0,32.0,30.0,32.0,NO
5836,1360,6,2020-03-02 14:32:43.636363636,NO,77,50.0,100.0,0.0,40.0,81.0,NO
4609,1360,6,2020-03-05 23:45:27.272727273,YES,39,22.0,43.0,6.0,0.0,31.0,NO
4916,1360,6,2020-03-09 08:58:10.909090909,NO,31,32.0,100.0,0.0,15.0,45.0,
909,1360,6,2020-03-12 18:10:54.545454545,YES,3,4.0,96.0,4.0,5.0,4.0,NO
1466,1360,6,2020-03-16 03:23:38.181818182,YES,13,8.0,50.0,16.0,3.0,2.0,NO
5190,1360,6,2020-03-19 12:36:21.818181818,YES,65,66.0,54.0,68.0,64.0,64.0,NO
2799,1360,6,2020-03-22 21:49:05.454545455,YES,21,19.0,83.0,24.0,10.0,62.0,YES
3125,1360,6,2020-03-26 07:01:49.090909091,YES,100,100.0,67.0,100.0,72.0,21.0,NO
4563,1360,6,2020-03-29 16:14:32.727272728,YES,68,33.0,33.0,1.0,4.0,51.0,NO
2759,1360,6,2020-04-02 01:27:16.363636364,YES,61,56.0,51.0,42.0,53.0,47.0,NO
4013,1360,6,2020-04-05 10:40:00,YES,74,69.0,85.0,72.0,51.0,51.0,NO
7100,1360,6,2020-04-08 19:52:43.636363637,YES,79,47.0,89.0,15.0,37.0,34.0,NO
6224,1360,6,2020-04-12 05:05:27.272727273,YES,16,18.0,78.0,16.0,17.0,18.0,NO
4374,1360,6,2020-04-15 14:18:10.909090909,YES,82,39.0,67.0,32.0,30.0,33.0,NO
1859,1360,6,2020-04-18 23:30:54.545454546,YES,50,51.0,100.0,24.0,0.0,2.0,NO
527,1360,6,2020-04-22 08:43:38.181818182,YES,5,2.0,98.0,3.0,3.0,4.0,NO
1223,1360,6,2020-04-25 17:56:21.818181818,YES,30,15.0,83.0,9.0,6.0,1.0,YES
2533,1360,6,2020-04-29 03:09:05.454545455,YES,6,5.0,88.0,4.0,0.0,3.0,NO
275,1360,6,2020-05-02 12:21:49.090909091,YES,41,19.0,100.0,14.0,27.0,40.0,NO
2040,1360,6,2020-05-05 21:34:32.727272728,YES,27,30.0,90.0,2.0,0.0,8.0,YES
7141,1360,6,2020-05-09 06:47:16.363636364,YES,94,100.0,46.0,47.0,100.0,100.0,NO
5010,1360,6,2020-05-12 16:00:00,YES,66,74.0,100.0,0.0,48.0,63.0,NO
6879,1360,6,2020-05-16 01:12:43.636363636,YES,85,42.0,99.0,5.0,44.0,24.0,NO
4175,1360,6,2020-05-19 10:25:27.272727274,YES,89,25.0,89.0,18.0,9.0,42.0,YES
4145,1360,6,2020-05-22 19:38:10.909090910,YES,82,36.0,86.0,36.0,28.0,35.0,NO
2686,1360,6,2020-05-26 04:50:54.545454546,YES,5,2.0,94.0,3.0,3.0,4.0,NO
1549,1360,6,2020-05-29 14:03:38.181818182,YES,83,85.0,57.0,49.0,70.0,52.0,NO
1981,1360,6,2020-06-01 23:16:21.818181818,YES,85,83.0,66.0,71.0,51.0,49.0,NO
800,1360,6,2020-06-05 08:29:05.454545456,YES,40,42.0,51.0,52.0,36.0,36.0,YES
3813,1360,6,2020-06-08 17:41:49.090909092,YES,29,17.0,87.0,0.0,2.0,0.0,YES
1382,1360,6,2020-06-12 02:54:32.727272728,YES,81,83.0,46.0,49.0,46.0,46.0,NO
7089,1360,6,2020-06-15 12:07:16.363636364,YES,65,64.0,91.0,12.0,35.0,41.0,NO
170,1360,6,2020-06-18 21:20:00,YES,76,20.0,81.0,20.0,11.0,17.0,YES
2721,1360,6,2020-06-22 06:32:43.636363636,YES,79,1.0,60.0,32.0,0.0,3.0,NO
6477,1360,6,2020-06-25 15:45:27.272727274,NO,54,25.0,94.0,0.0,6.0,30.0,NO
959,1360,6,2020-06-29 00:58:10.909090910,YES,18,23.0,83.0,22.0,33.0,44.0,NO
1719,1360,6,2020-07-02 10:10:54.545454546,YES,80,71.0,54.0,45.0,63.0,53.0,NO
5516,1360,6,2020-07-05 19:23:38.181818182,YES,50,51.0,100.0,0.0,38.0,36.0,NO
1331,1360,6,2020-07-09 04:36:21.818181818,YES,76,64.0,46.0,36.0,13.0,7.0,NO
5058,1360,6,2020-07-12 13:49:05.454545456,NO,46,34.0,99.0,9.0,11.0,7.0,NO
1622,1360,6,2020-07-15 23:01:49.090909092,YES,62,61.0,75.0,47.0,21.0,13.0,NO
5374,1360,6,2020-07-19 08:14:32.727272728,NO,59,39.0,84.0,8.0,1.0,50.0,NO
6992,1360,6,2020-07-22 17:27:16.363636364,YES,88,89.0,100.0,0.0,83.0,81.0,NO
2396,1360,6,2020-07-26 02:40:00,YES,75,77.0,54.0,47.0,64.0,52.0,NO
6727,1360,6,2020-07-29 11:52:43.636363636,YES,81,86.0,39.0,73.0,78.0,93.0,NO
6775,1360,6,2020-08-01 21:05:27.272727274,YES,28,28.0,78.0,15.0,16.0,18.0,NO
5362,1360,6,2020-08-05 06:18:10.909090910,YES,48,40.0,95.0,2.0,2.0,17.0,NO
2428,1360,6,2020-08-08 15:30:54.545454546,YES,88,98.0,100.0,0.0,8.0,26.0,NO
1325,1360,6,2020-08-12 00:43:38.181818182,NO,3,3.0,84.0,42.0,0.0,48.0,NO
3919,1360,6,2020-08-15 09:56:21.818181818,YES,41,35.0,76.0,10.0,26.0,17.0,YES
2224,1360,6,2020-08-18 19:09:05.454545456,YES,95,90.0,70.0,45.0,41.0,45.0,NO
1649,1360,6,2020-08-22 04:21:49.090909092,YES,30,28.0,79.0,17.0,3.0,11.0,YES
3028,1360,6,2020-08-25 13:34:32.727272728,YES,86,16.0,87.0,13.0,3.0,25.0,YES
4165,1360,6,2020-08-28 22:47:16.363636364,YES,96,96.0,100.0,0.0,1.0,5.0,NO
6215,1360,6,2020-09-01 08:00:00,YES,11,12.0,100.0,0.0,12.0,10.0,NO
644,1360,6,2020-09-04 17:12:43.636363636,YES,67,71.0,21.0,61.0,63.0,90.0,NO
7290,1360,6,2020-09-08 02:25:27.272727272,YES,28,27.0,83.0,16.0,31.0,30.0,NO
6213,1360,6,2020-09-11 11:38:10.909090908,YES,69,71.0,64.0,31.0,25.0,19.0,YES
5230,1360,6,2020-09-14 20:50:54.545454548,NO,48,27.0,100.0,0.0,66.0,61.0,NO
2540,1360,6,2020-09-18 06:03:38.181818184,YES,84,83.0,56.0,35.0,0.0,0.0,NO
4955,1360,6,2020-09-21 15:16:21.818181820,YES,74,72.0,100.0,0.0,62.0,41.0,NO
5749,1360,6,2020-09-25 00:29:05.454545456,YES,61,57.0,25.0,65.0,22.0,16.0,NO
1716,1360,6,2020-09-28 09:41:49.090909092,YES,38,27.0,69.0,29.0,29.0,37.0,NO
2352,1360,6,2020-10-01 18:54:32.727272728,NO,19,23.0,75.0,0.0,0.0,0.0,NO
4274,1360,6,2020-10-05 04:07:16.363636364,YES,78,76.0,77.0,73.0,65.0,74.0,NO
6820,1360,6,2020-10-08 13:20:00,YES,72,66.0,83.0,15.0,72.0,74.0,NO
5355,1360,6,2020-10-11 22:32:43.636363636,YES,17,14.0,87.0,19.0,15.0,13.0,NO
6152,1360,6,2020-10-15 07:45:27.272727272,YES,40,23.0,57.0,29.0,56.0,34.0,NO
399,1360,6,2020-10-18 16:58:10.909090912,NO,4,4.0,85.0,0.0,12.0,7.0,NO
4226,1360,6,2020-10-22 02:10:54.545454548,YES,95,93.0,92.0,0.0,2.0,3.0,NO
2959,1360,6,2020-10-25 11:23:38.181818184,YES,81,66.0,88.0,5.0,0.0,5.0,YES
5102,1360,6,2020-10-28 20:36:21.818181820,NO,45,28.0,35.0,25.0,23.0,22.0,NO
5207,1360,6,2020-11-01 05:49:05.454545456,YES,52,54.0,100.0,0.0,66.0,45.0,NO
955,1360,6,2020-11-04 15:01:49.090909092,YES,20,18.0,66.0,26.0,20.0,26.0,NO
2266,1360,6,2020-11-08 00:14:32.727272728,YES,68,69.0,51.0,51.0,53.0,54.0,NO
2979,1360,6,2020-11-11 09:27:16.363636364,YES,73,67.0,59.0,39.0,59.0,39.0,YES
4944,1360,6,2020-11-14 18:40:00,YES,68,70.0,44.0,70.0,68.0,70.0,NO
5872,1360,6,2020-11-18 03:52:43.636363636,YES,43,10.0,54.0,28.0,12.0,11.0,NO
4089,1360,6,2020-11-21 13:05:27.272727272,YES,39,35.0,82.0,17.0,33.0,51.0,YES
3756,1360,6,2020-11-24 22:18:10.909090912,YES,42,23.0,77.0,18.0,13.0,61.0,YES
4640,1360,6,2020-11-28 07:30:54.545454548,YES,28,17.0,55.0,14.0,11.0,15.0,NO
5277,1360,6,2020-12-01 16:43:38.181818184,YES,49,25.0,19.0,27.0,50.0,58.0,
1646,1360,6,2020-12-05 01:56:21.818181820,YES,30,29.0,61.0,16.0,2.0,0.0,YES
1556,1360,6,2020-12-08 11:09:05.454545456,YES,83,59.0,100.0,0.0,55.0,7.0,NO
2904,1360,6,2020-12-11 20:21:49.090909092,YES,76,69.0,38.0,51.0,37.0,0.0,YES
205,1360,6,2020-12-15 05:34:32.727272728,YES,83,61.0,91.0,26.0,26.0,79.0,YES
5025,1360,6,2020-12-18 14:47:16.363636364,YES,88,87.0,100.0,0.0,64.0,65.0,NO
685,1360,6,2020-12-22 00:00:00,YES,73,67.0,60.0,57.0,49.0,45.0,NO
2475,1361,6,2020-01-22 00:00:00,YES,59,46.0,59.0,27.0,0.0,23.0,NO
2484,1361,6,2020-01-23 16:24:07.236180904,YES,77,79.0,49.0,52.0,0.0,44.0,NO
3573,1361,6,2020-01-25 08:48:14.472361809,YES,55,41.0,72.0,26.0,31.0,36.0,NO
4237,1361,6,2020-01-27 01:12:21.708542713,YES,77,38.0,76.0,34.0,24.0,18.0,NO
2912,1361,6,2020-01-28 17:36:28.944723618,YES,40,32.0,79.0,26.0,47.0,40.0,NO
277,1361,6,2020-01-30 10:00:36.180904522,YES,78,64.0,70.0,36.0,36.0,79.0,YES
329,1361,6,2020-02-01 02:24:43.417085427,YES,31,26.0,56.0,17.0,12.0,0.0,NO
1760,1361,6,2020-02-02 18:48:50.653266331,YES,62,60.0,40.0,43.0,40.0,60.0,NO
2261,1361,6,2020-02-04 11:12:57.889447236,YES,82,84.0,56.0,51.0,5.0,39.0,NO
1684,1361,6,2020-02-06 03:37:05.125628140,YES,92,83.0,100.0,0.0,31.0,7.0,NO
6121,1361,6,2020-02-07 20:01:12.361809045,YES,34,39.0,81.0,20.0,68.0,69.0,NO
2716,1361,6,2020-02-09 12:25:19.597989949,YES,100,100.0,52.0,0.0,1.0,0.0,NO
6436,1361,6,2020-02-11 04:49:26.834170854,YES,79,21.0,92.0,5.0,15.0,21.0,YES
1720,1361,6,2020-02-12 21:13:34.070351759,YES,48,39.0,52.0,30.0,0.0,0.0,NO
2035,1361,6,2020-02-14 13:37:41.306532663,YES,97,91.0,72.0,49.0,44.0,50.0,NO
6445,1361,6,2020-02-16 06:01:48.542713568,YES,17,21.0,62.0,13.0,17.0,14.0,YES
3456,1361,6,2020-02-17 22:25:55.778894472,YES,58,56.0,63.0,44.0,41.0,40.0,YES
1816,1361,6,2020-02-19 14:50:03.015075377,YES,100,100.0,100.0,0.0,7.0,10.0,NO
3296,1361,6,2020-02-21 07:14:10.251256281,YES,82,77.0,82.0,20.0,38.0,37.0,NO
532,1361,6,2020-02-22 23:38:17.487437186,YES,84,59.0,50.0,22.0,5.0,1.0,YES
7101,1361,6,2020-02-24 16:02:24.723618090,YES,40,36.0,95.0,7.0,15.0,16.0,NO
1026,1361,6,2020-02-26 08:26:31.959798995,YES,63,67.0,31.0,65.0,66.0,19.0,YES
4669,1361,6,2020-02-28 00:50:39.195979899,YES,31,20.0,97.0,0.0,22.0,21.0,NO
3755,1361,6,2020-02-29 17:14:46.432160804,YES,84,33.0,83.0,25.0,27.0,35.0,NO
6527,1361,6,2020-03-02 09:38:53.668341709,YES,43,43.0,100.0,0.0,13.0,82.0,NO
3912,1361,6,2020-03-04 02:03:00.904522613,YES,86,38.0,89.0,22.0,10.0,22.0,YES
3815,1361,6,2020-03-05 18:27:08.140703518,YES,44,34.0,74.0,33.0,55.0,51.0,NO
2321,1361,6,2020-03-07 10:51:15.376884422,YES,15,10.0,71.0,5.0,3.0,0.0,YES
4636,1361,6,2020-03-09 03:15:22.613065327,YES,28,34.0,52.0,23.0,16.0,23.0,NO
7189,1361,6,2020-03-10 19:39:29.849246231,YES,12,13.0,100.0,0.0,11.0,9.0,NO
4803,1361,6,2020-03-12 12:03:37.085427136,NO,71,0.0,64.0,0.0,0.0,0.0,NO
4947,1361,6,2020-03-14 04:27:44.321608040,YES,78,70.0,28.0,39.0,22.0,51.0,NO
1939,1361,6,2020-03-15 20:51:51.557788945,YES,29,30.0,68.0,35.0,16.0,30.0,YES
4478,1361,6,2020-03-17 13:15:58.793969850,YES,61,60.0,63.0,23.0,54.0,55.0,NO
4040,1361,6,2020-03-19 05:40:06.030150754,YES,85,39.0,79.0,34.0,31.0,34.0,NO
471,1361,6,2020-03-20 22:04:13.266331659,YES,75,69.0,79.0,20.0,17.0,18.0,NO
4906,1361,6,2020-03-22 14:28:20.502512563,YES,100,76.0,78.0,25.0,0.0,0.0,NO
1456,1361,6,2020-03-24 06:52:27.738693468,YES,66,50.0,46.0,41.0,25.0,11.0,NO
6395,1361,6,2020-03-25 23:16:34.974874372,YES,80,82.0,18.0,3.0,11.0,31.0,NO
6198,1361,6,2020-03-27 15:40:42.211055277,YES,19,21.0,82.0,17.0,20.0,18.0,NO
6534,1361,6,2020-03-29 08:04:49.447236181,YES,49,45.0,78.0,12.0,29.0,25.0,NO
3873,1361,6,2020-03-31 00:28:56.683417086,YES,76,6.0,89.0,9.0,23.0,11.0,YES
1137,1361,6,2020-04-01 16:53:03.919597990,YES,51,43.0,49.0,40.0,29.0,32.0,YES
1177,1361,6,2020-04-03 09:17:11.155778895,YES,89,68.0,84.0,19.0,0.0,0.0,YES
5797,1361,6,2020-04-05 01:41:18.391959799,YES,40,24.0,61.0,33.0,12.0,24.0,NO
1310,1361,6,2020-04-06 18:05:25.628140704,YES,64,56.0,52.0,47.0,51.0,45.0,NO
5478,1361,6,2020-04-08 10:29:32.864321608,YES,44,23.0,100.0,15.0,61.0,56.0,NO
1679,1361,6,2020-04-10 02:53:40.100502513,YES,29,27.0,74.0,19.0,17.0,25.0,YES
763,1361,6,2020-04-11 19:17:47.336683418,YES,77,73.0,59.0,55.0,31.0,35.0,YES
5193,1361,6,2020-04-13 11:41:54.572864322,NO,41,30.0,86.0,6.0,8.0,56.0,NO
6716,1361,6,2020-04-15 04:06:01.809045227,YES,49,24.0,100.0,0.0,40.0,80.0,
222,1361,6,2020-04-16 20:30:09.045226131,YES,68,52.0,68.0,25.0,18.0,44.0,YES
5815,1361,6,2020-04-18 12:54:16.281407036,YES,24,15.0,93.0,13.0,18.0,19.0,NO
4764,1361,6,2020-04-20 05:18:23.517587940,NO,36,13.0,83.0,0.0,0.0,25.0,NO
6195,1361,6,2020-04-21 21:42:30.753768845,NO,1,2.0,99.0,0.0,4.0,8.0,NO
2428,1361,6,2020-04-23 14:06:37.989949749,YES,88,98.0,100.0,0.0,8.0,26.0,NO
6830,1361,6,2020-04-25 06:30:45.226130654,YES,20,18.0,100.0,0.0,25.0,13.0,NO
2593,1361,6,2020-04-26 22:54:52.462311558,YES,73,71.0,77.0,52.0,52.0,76.0,NO
5455,1361,6,2020-04-28 15:18:59.698492463,YES,63,67.0,33.0,61.0,29.0,30.0,NO
2183,1361,6,2020-04-30 07:43:06.934673367,YES,55,56.0,52.0,46.0,41.0,42.0,YES
2482,1361,6,2020-05-02 00:07:14.170854272,YES,81,82.0,100.0,0.0,0.0,15.0,NO
7160,1361,6,2020-05-03 16:31:21.407035176,YES,87,93.0,37.0,56.0,88.0,96.0,NO
4278,1361,6,2020-05-05 08:55:28.643216080,YES,74,5.0,92.0,4.0,2.0,48.0,YES
5614,1361,6,2020-05-07 01:19:35.879396986,NO,34,34.0,94.0,4.0,14.0,18.0,NO
2854,1361,6,2020-05-08 17:43:43.115577890,YES,44,30.0,41.0,43.0,57.0,38.0,NO
3932,1361,6,2020-05-10 10:07:50.351758794,YES,32,21.0,85.0,5.0,1.0,0.0,YES
3324,1361,6,2020-05-12 02:31:57.587939700,YES,78,77.0,55.0,41.0,76.0,43.0,NO
3344,1361,6,2020-05-13 18:56:04.824120604,NO,47,19.0,58.0,11.0,10.0,33.0,NO
107,1361,6,2020-05-15 11:20:12.060301508,YES,38,35.0,94.0,10.0,13.0,52.0,NO
5608,1361,6,2020-05-17 03:44:19.296482412,YES,46,26.0,26.0,15.0,41.0,57.0,NO
4748,1361,6,2020-05-18 20:08:26.532663318,YES,56,48.0,33.0,10.0,39.0,56.0,NO
5051,1361,6,2020-05-20 12:32:33.768844222,NO,59,51.0,34.0,57.0,33.0,32.0,NO
3972,1361,6,2020-05-22 04:56:41.005025126,YES,31,26.0,75.0,22.0,6.0,0.0,YES
5383,1361,6,2020-05-23 21:20:48.241206030,YES,56,33.0,100.0,0.0,24.0,0.0,NO
6825,1361,6,2020-05-25 13:44:55.477386936,YES,82,92.0,100.0,0.0,94.0,73.0,NO
1090,1361,6,2020-05-27 06:09:02.713567840,YES,34,52.0,56.0,15.0,14.0,29.0,NO
2892,1361,6,2020-05-28 22:33:09.949748744,YES,85,81.0,82.0,33.0,25.0,39.0,NO
3701,1361,6,2020-05-30 14:57:17.185929648,YES,86,33.0,81.0,32.0,18.0,20.0,NO
4444,1361,6,2020-06-01 07:21:24.422110554,NO,12,10.0,100.0,0.0,0.0,12.0,
3645,1361,6,2020-06-02 23:45:31.658291458,NO,56,29.0,56.0,21.0,23.0,50.0,NO
6333,1361,6,2020-06-04 16:09:38.894472362,YES,51,22.0,35.0,13.0,10.0,4.0,NO
5200,1361,6,2020-06-06 08:33:46.130653268,YES,37,24.0,77.0,20.0,24.0,,NO
3611,1361,6,2020-06-08 00:57:53.366834172,YES,68,62.0,55.0,46.0,39.0,32.0,YES
2220,1361,6,2020-06-09 17:22:00.603015076,YES,63,58.0,33.0,33.0,42.0,65.0,NO
1690,1361,6,2020-06-11 09:46:07.839195980,YES,64,58.0,57.0,51.0,41.0,36.0,NO
2663,1361,6,2020-06-13 02:10:15.075376886,NO,0,0.0,57.0,25.0,1.0,78.0,NO
6441,1361,6,2020-06-14 18:34:22.311557790,YES,72,67.0,100.0,1.0,60.0,42.0,NO
5800,1361,6,2020-06-16 10:58:29.547738694,YES,94,10.0,72.0,11.0,100.0,78.0,NO
25,1361,6,2020-06-18 03:22:36.783919598,NO,99,100.0,93.0,92.0,88.0,85.0,YES
3758,1361,6,2020-06-19 19:46:44.020100504,YES,28,28.0,75.0,28.0,17.0,28.0,NO
5066,1361,6,2020-06-21 12:10:51.256281408,YES,84,74.0,72.0,19.0,0.0,24.0,NO
5997,1361,6,2020-06-23 04:34:58.492462312,YES,81,79.0,100.0,0.0,74.0,61.0,NO
3731,1361,6,2020-06-24 20:59:05.728643216,YES,46,49.0,55.0,33.0,36.0,27.0,YES
6028,1361,6,2020-06-26 13:23:12.964824122,YES,72,50.0,88.0,2.0,43.0,65.0,NO
6706,1361,6,2020-06-28 05:47:20.201005026,YES,31,34.0,100.0,0.0,26.0,22.0,NO
1576,1361,6,2020-06-29 22:11:27.437185930,NO,3,0.0,43.0,61.0,43.0,0.0,NO
7163,1361,6,2020-07-01 14:35:34.673366836,YES,18,17.0,100.0,0.0,18.0,15.0,NO
4138,1361,6,2020-07-03 06:59:41.909547740,YES,89,34.0,84.0,13.0,12.0,51.0,YES
3733,1361,6,2020-07-04 23:23:49.145728644,YES,53,52.0,51.0,40.0,45.0,38.0,YES
5462,1361,6,2020-07-06 15:47:56.381909548,YES,48,28.0,58.0,31.0,18.0,38.0,NO
4712,1361,6,2020-07-08 08:12:03.618090454,YES,34,37.0,88.0,0.0,23.0,28.0,
716,1361,6,2020-07-10 00:36:10.854271358,YES,33,37.0,61.0,30.0,35.0,32.0,NO
4271,1361,6,2020-07-11 17:00:18.090452262,YES,86,38.0,79.0,35.0,34.0,35.0,NO
715,1361,6,2020-07-13 09:24:25.326633166,YES,97,44.0,96.0,42.0,21.0,28.0,YES
5786,1361,6,2020-07-15 01:48:32.562814072,YES,20,22.0,70.0,20.0,24.0,24.0,NO
6356,1361,6,2020-07-16 18:12:39.798994976,YES,69,68.0,60.0,70.0,71.0,72.0,NO
1548,1361,6,2020-07-18 10:36:47.035175880,YES,3,5.0,96.0,5.0,10.0,4.0,NO
5631,1361,6,2020-07-20 03:00:54.271356784,YES,61,52.0,22.0,45.0,58.0,58.0,NO
557,1361,6,2020-07-21 19:25:01.507537690,YES,67,50.0,62.0,9.0,19.0,24.0,NO
6771,1361,6,2020-07-23 11:49:08.743718594,YES,96,78.0,95.0,11.0,57.0,43.0,NO
1990,1361,6,2020-07-25 04:13:15.979899498,YES,38,37.0,70.0,29.0,41.0,41.0,NO
2550,1361,6,2020-07-26 20:37:23.216080402,YES,9,10.0,94.0,10.0,0.0,0.0,NO
2549,1361,6,2020-07-28 13:01:30.452261308,NO,54,40.0,59.0,44.0,16.0,34.0,YES
2069,1361,6,2020-07-30 05:25:37.688442212,YES,56,46.0,52.0,24.0,37.0,49.0,NO
2732,1361,6,2020-07-31 21:49:44.924623116,YES,100,100.0,82.0,52.0,90.0,41.0,NO
3188,1361,6,2020-08-02 14:13:52.160804022,YES,76,77.0,53.0,45.0,69.0,50.0,NO
4590,1361,6,2020-08-04 06:37:59.396984926,YES,62,83.0,100.0,0.0,45.0,30.0,NO
3861,1361,6,2020-08-05 23:02:06.633165830,YES,49,42.0,77.0,24.0,52.0,50.0,NO
6491,1361,6,2020-08-07 15:26:13.869346734,YES,20,24.0,73.0,24.0,7.0,18.0,NO
7043,1361,6,2020-08-09 07:50:21.105527640,NO,29,27.0,100.0,4.0,49.0,77.0,NO
3756,1361,6,2020-08-11 00:14:28.341708544,YES,42,23.0,77.0,18.0,13.0,61.0,YES
695,1361,6,2020-08-12 16:38:35.577889448,YES,79,80.0,56.0,50.0,69.0,75.0,NO
325,1361,6,2020-08-14 09:02:42.814070352,YES,51,38.0,40.0,38.0,35.0,38.0,YES
5686,1361,6,2020-08-16 01:26:50.050251258,YES,26,15.0,78.0,7.0,11.0,,NO
5900,1361,6,2020-08-17 17:50:57.286432160,YES,56,62.0,70.0,36.0,20.0,5.0,YES
5902,1361,6,2020-08-19 10:15:04.522613068,YES,77,50.0,90.0,6.0,1.0,27.0,NO
